cell_id,source_archive,target_archive,csv_rel,row_index,column_index,field,english,german,classification,status,reason,source_sha256
ffbb4c799dc346ddef5dd082,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,1,2,string 2,"Phew... Walking around blind is more exhausting than I thought. Pardon me, I'm going to head back to my cage.","Wenn ich blind herumlaufe, ist das anstrengender, als ich dachte.",translate,translated,displayed-string,52043414d081c2759595d3495b645c7a915fba5e6d8464dd51d3deccd741c0c5
7a7ce35dd153b5f8a62dada6,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,1,3,string2 3,pic_voice,pic_voice,protected,protected,resource-or-id,cab7b17cba7f601c1eccfd3be53c8e051c4ae21bfa05a8b49ea8a2e976e30cff
62ab49c3c886ca121e3cf153,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,1,4,string 4,"Phew... Walking around blind is more exhausting than I thought. Pardon me, I'm going to head back to my cage.","Wenn ich blind herumlaufe, ist das anstrengender, als ich dachte.",translate,translated,displayed-string,52043414d081c2759595d3495b645c7a915fba5e6d8464dd51d3deccd741c0c5
a042d4955101ea4f61b3b6bc,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,2,2,string 2,"Goodnight, Takumi. See you tomorrow.","Gute Nacht, Takumi.",translate,translated,displayed-string,333bc202d6ba70bf7841fa79b3cba4f0116d296ff44ada56ef533dfb6c389fdb
b35c11ba1bdbb9753329ce7a,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,2,3,string2 3,pic_voice,pic_voice,protected,protected,resource-or-id,cab7b17cba7f601c1eccfd3be53c8e051c4ae21bfa05a8b49ea8a2e976e30cff
34fe9207fe2bf35d1bdf69f8,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,2,4,string 4,"Goodnight, Takumi. See you tomorrow.","Gute Nacht, Takumi.",translate,translated,displayed-string,333bc202d6ba70bf7841fa79b3cba4f0116d296ff44ada56ef533dfb6c389fdb
724e0f0dc422ec9cf5ffbaa5,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,3,2,string 2,{fc(57e4f1)Eito left with a grin on his face.},{fc(57e4f1)Eito ist mit einem Grinsen im Gesicht gegangen.},translate,translated,displayed-string:fc-repair,34d713906223e3ab95cbac7a026c34c1562722480d630ea85bb2a5f0f49bb0b2
7a2918bd975bc119b4d89100,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,3,4,string 4,{fc(57e4f1)Eito left with a grin on his face.},{fc(57e4f1)Eito ist mit einem Grinsen im Gesicht gegangen.},translate,translated,displayed-string:fc-repair,34d713906223e3ab95cbac7a026c34c1562722480d630ea85bb2a5f0f49bb0b2
da9cef6efe76bc39271edc6c,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,4,2,string 2,He really did help me...,Er hat mir wirklich geholfen...,translate,translated,displayed-string,c694c0de61857b628aa0a730d401c343f61d04894368a8108ce2b1d7e56c64ce
a25c9a34b398a57dcb42a77a,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,4,3,string2 3,pic_voice,pic_voice,protected,protected,resource-or-id,cab7b17cba7f601c1eccfd3be53c8e051c4ae21bfa05a8b49ea8a2e976e30cff
e72d9a826d946b4a6074f273,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,4,4,string 4,He really did help me...,Er hat mir wirklich geholfen...,translate,translated,displayed-string,c694c0de61857b628aa0a730d401c343f61d04894368a8108ce2b1d7e56c64ce
9162aedd89a6ecab47ec2afe,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,5,2,string 2,"{fc(57e4f1)He's got a mile-long rap sheet, but maybe I can put some faith in him after all.}","{fc(57e4f1)Er hat ein kilometerlanges Rapsheet, aber vielleicht kann ich doch etwas Vertrauen in ihn setzen.}",translate,translated,displayed-string:fc-repair,b9831cf03481e27d096975ecfb9d2f92846aedbd7547da2197e80b0d55feed1c
32ab9c30e7b9ab0f21992f78,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,5,4,string 4,"{fc(57e4f1)He's got a mile-long rap sheet, but maybe I can put some faith in him after all.}","{fc(57e4f1)Er hat ein kilometerlanges Rapsheet, aber vielleicht kann ich doch etwas Vertrauen in ihn setzen.}",translate,translated,displayed-string:fc-repair,b9831cf03481e27d096975ecfb9d2f92846aedbd7547da2197e80b0d55feed1c
7e329662ca2028799a786606,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,6,2,string 2,"I'd better get some rest, too. I can always give this stuff to Gaku tomorrow...",Ich sollte mich auch etwas ausruhen.,translate,translated,displayed-string,4e9474027719da1930e7aa24569fed32ad10cc01ac1ed88857d205cc55eb0678
bfd8a3a756e170a67377e972,patch_text01.dx11.mvgl,patch_text04.dx11.mvgl,message/s00_0_2ndtruer_00_d083_m120_010.mbe/000_Sheet1.csv,6,3,string2 3,pic_voice,pic_voice,protected,protected,resource-or-id,cab7b17cba7f601c1eccfd3be53c8e051c4ae21bfa05a8b49ea8a2e976e30cff
