cell_id,source_archive,target_archive,csv_rel,row_index,column_index,field,english,german,classification,status,reason,source_sha256
acf8ae4eadc6be3ef2addc23,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,1,2,string 2,{fc(57e4f1)My body underwent medical treatment. Everyone was talking as they surrounded me.},"{fc(57e4f1)Mein Körper wurde medizinisch behandelt und alle redeten, als sie mich umzingelten.}",translate,translated,displayed-string:fc-repair,af955082e89d4a72a9ed774bd2a0371906b6e55e7bd7b66107b50646452d66a6
430551d4fb31657bf387b44e,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,1,4,string 4,{fc(57e4f1)My body underwent medical treatment. Everyone was talking as they surrounded me.},"{fc(57e4f1)Mein Körper wurde medizinisch behandelt und alle redeten, als sie mich umzingelten.}",translate,translated,displayed-string:fc-repair,af955082e89d4a72a9ed774bd2a0371906b6e55e7bd7b66107b50646452d66a6
46e4194d9cf221fa37a7167e,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,2,2,string 2,{fc(57e4f1)I couldn't open my mouth despite being fully conscious I might as well have been bound and restrained.},"{fc(57e4f1)Ich konnte meinen Mund nicht öffnen, obwohl ich völlig bewusst war, dass ich genauso gut gebunden und zurückgehalten worden wäre.}",translate,translated,displayed-string:fc-repair,0c5d2a490d4c7605d76a40104edc5328f8eb5c2d96c93a673d041bc9e24cabb5
6f02116add489f739bed9875,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,2,4,string 4,{fc(57e4f1)I couldn't open my mouth despite being fully conscious I might as well have been bound and restrained.},"{fc(57e4f1)Ich konnte meinen Mund nicht öffnen, obwohl ich völlig bewusst war, dass ich genauso gut gebunden und zurückgehalten worden wäre.}",translate,translated,displayed-string:fc-repair,0c5d2a490d4c7605d76a40104edc5328f8eb5c2d96c93a673d041bc9e24cabb5
024286477751c1c8b1022a5e,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,3,2,string 2,{fc(57e4f1)I simply listened in silence.},{fc(57e4f1)Ich hörte einfach schweigend zu.},translate,translated,displayed-string:fc-repair,d7b398ba856a62c74e53af68a0088dae07cde31ecefa766d2ac7a262e0b32583
77cd3ae68dba57607c970635,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,3,4,string 4,{fc(57e4f1)I simply listened in silence.},{fc(57e4f1)Ich hörte einfach schweigend zu.},translate,translated,displayed-string:fc-repair,d7b398ba856a62c74e53af68a0088dae07cde31ecefa766d2ac7a262e0b32583
4c1f947dade3e46ec3e7a440,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,4,2,string 2,This means we only have until he wakes up before...,"Das heißt, wir haben nur, bis er aufwacht, bevor...",translate,translated,displayed-string,63aa65bb23cf5b0102042fec8987e660e984ef3a0b53da1b8df6f1e1c4c6261d
8efc7827bac339b6822cde0f,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,4,3,string2 3,s08_0_MattariR_00_d093_m080_010_0040,s08_0_MattariR_00_d093_m080_010_0040,protected,protected,resource-or-id,d7edd1dc48f1abfbd0724177c98a7ca79f8ec4e4df17985ade55e1d9246ff5d8
48e51497ff6dda7ee0ab1321,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,4,4,string 4,This means we only have until he wakes up before...,"Das heißt, wir haben nur, bis er aufwacht, bevor...",translate,translated,displayed-string,63aa65bb23cf5b0102042fec8987e660e984ef3a0b53da1b8df6f1e1c4c6261d
b6fd1b90126427957575bbba,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,5,2,string 2,"Dammit... Wake up already, Takumi... You're our only hope!","Verdammt, wach schon auf, Takumi, du bist unsere einzige Hoffnung!",translate,translated,displayed-string,1e0a0577b44fd629feb47873461f63c1f96f4da562b8f86c770486a24e5092cc
1359cc12c33d34f10873a3bc,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,5,3,string2 3,s08_0_MattariR_00_d093_m080_010_0050,s08_0_MattariR_00_d093_m080_010_0050,protected,protected,resource-or-id,52619ae82876ff5e9d2273aec5c2123eebbd58d2bb341674714100060c1116c0
a97aeb8e06546e0ef4eb1dcf,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,5,4,string 4,"Dammit... Wake up already, Takumi... You're our only hope!","Verdammt, wach schon auf, Takumi, du bist unsere einzige Hoffnung!",translate,translated,displayed-string,1e0a0577b44fd629feb47873461f63c1f96f4da562b8f86c770486a24e5092cc
0946b9052bc6df31f6bfa017,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,6,2,string 2,He'll be fine. He should be back any second now.,Er kommt gleich wieder.,translate,translated,displayed-string,ce4ae6f22a9193528711b21c306a165018e1cb3697b0d3a106ab218276dfacfb
abf17af1660e8a94b66d010f,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,6,3,string2 3,s08_0_MattariR_00_d093_m080_010_0060,s08_0_MattariR_00_d093_m080_010_0060,protected,protected,resource-or-id,9ec183e5552c43e35d2cb8f31a87d0f8186fe8f39f18d1c4656b2e155370c2ce
840680cd59488c355628c7e0,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,6,4,string 4,He'll be fine. He should be back any second now.,Er kommt gleich wieder.,translate,translated,displayed-string,ce4ae6f22a9193528711b21c306a165018e1cb3697b0d3a106ab218276dfacfb
ae8e869077c845eac7bb1a4a,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,7,2,string 2,Fine? Really?,Wirklich?,translate,translated,displayed-string,c8049d28704dc8c4a4c583debc413f16fac60ca31d5bf798d87458701aa01a20
e868f3a9dfc38cc6d3c51027,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,7,3,string2 3,s08_0_MattariR_00_d093_m080_010_0070,s08_0_MattariR_00_d093_m080_010_0070,protected,protected,resource-or-id,ddbabe2c1ef5752bc651a617fcf81c520379d422ea278209e5751592855d39b8
1f7fe678c4037318259320c8,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,7,4,string 4,Fine? Really?,Wirklich?,translate,translated,displayed-string,c8049d28704dc8c4a4c583debc413f16fac60ca31d5bf798d87458701aa01a20
fedb5e4c93449cb0bf68ce11,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,8,2,string 2,"Yes, soon he'll be back in fighting form...","Ja, bald ist er wieder in Kampfform...",translate,translated,displayed-string,ea1525b452910fd7d252453608606a81a402b634b6b1e3cf5630a2f2950c9c65
efc5d657a6b557eba8369b03,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,8,3,string2 3,s08_0_MattariR_00_d093_m080_010_0080,s08_0_MattariR_00_d093_m080_010_0080,protected,protected,resource-or-id,a04e2f18a9d29f32748499621dd18cad17c2d1468cc14aa9c3b04b2eaf8f3517
36c48cf333caea6ed3ad06c1,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,8,4,string 4,"Yes, soon he'll be back in fighting form...","Ja, bald ist er wieder in Kampfform...",translate,translated,displayed-string,ea1525b452910fd7d252453608606a81a402b634b6b1e3cf5630a2f2950c9c65
0e419d44dc4c442859679e09,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,9,2,string 2,"That's not what I mean! Everybody else knows what I'm talking about, right?!","Das meine ich nicht! Alle anderen wissen, wovon ich rede, richtig?!",translate,translated,displayed-string,c1d05cef18f5a43e964f44b72ab7c46b8bb4ce90afd895dac238821930c096b8
7072ab5812aef6dedb096934,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,9,3,string2 3,s08_0_MattariR_00_d093_m080_010_0090,s08_0_MattariR_00_d093_m080_010_0090,protected,protected,resource-or-id,b51daf46d0505aacfc69623a776727367961dec877ed1cfea9cdabe23d6a4f42
0fc55d4bb8b185182e3920d6,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s08_0_mattarir_00_d093_m080_010.mbe/000_Sheet1.csv,9,4,string 4,"That's not what I mean! Everybody else knows what I'm talking about, right?!","Das meine ich nicht! Alle anderen wissen, wovon ich rede, richtig?!",translate,translated,displayed-string,c1d05cef18f5a43e964f44b72ab7c46b8bb4ce90afd895dac238821930c096b8
