cell_id,source_archive,target_archive,csv_rel,row_index,column_index,field,english,german,classification,status,reason,source_sha256
1c82aaa2a108c13c4a7769b0,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,1,2,string 2,Day 57,Tag 57,translate,translated,displayed-string,b4ac1b5b3279ddd4403ee62ae5f0619475e557d784081608bb2fa3bcad3e674a
100d17e207e833f8f0e9b3e1,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,1,3,string2 3,pic_voice,pic_voice,protected,protected,resource-or-id,cab7b17cba7f601c1eccfd3be53c8e051c4ae21bfa05a8b49ea8a2e976e30cff
e618cc8aefb626744fe4adb3,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,1,4,string 4,Day 57,Tag 57,translate,translated,displayed-string,b4ac1b5b3279ddd4403ee62ae5f0619475e557d784081608bb2fa3bcad3e674a
54d0f832c95849dff77412b1,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,2,2,string 2,"Up and at 'em, troops! Time to rise and shine!","Auf und auf, Truppen! Zeit, aufzustehen und zu glänzen!",translate,translated,displayed-string,a25c468ae6cead94370f7a1723f685616ff807b81f9d328bf37e18e1422265a9
150ccb1aa5b28b9a2039042d,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,2,3,string2 3,s13_B_LoveLove_B0_d057_m010_010_0030,s13_B_LoveLove_B0_d057_m010_010_0030,protected,protected,resource-or-id,3705ecba572c72802849aee47e46a6d6aac9e5f0fa3be5983655bbc032941807
830a6698b3e797eb1dc7f3e7,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,2,4,string 4,"Up and at 'em, troops! Time to rise and shine!","Auf und auf, Truppen! Zeit, aufzustehen und zu glänzen!",translate,translated,displayed-string,a25c468ae6cead94370f7a1723f685616ff807b81f9d328bf37e18e1422265a9
6d1cf09d6be1194ccefa5d61,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,3,2,string 2,Get ready for your 57th day of active service here at Last Defense Academy!,Machen Sie sich bereit für Ihren 57. aktiven Dienst hier an der Last Defense Academy!,translate,translated,displayed-string,5e23f9d50ecd16f8c63ae2d492b15471fdf0b213206af60d0b1f7c10d6c717bf
60542f6149ac81371ffcfa2b,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,3,3,string2 3,s13_B_LoveLove_B0_d057_m010_010_0040,s13_B_LoveLove_B0_d057_m010_010_0040,protected,protected,resource-or-id,8c8bac6f1e374481b0666fe486722eee6bd6cd4c112b990e3ee563fb04860b85
e9cb0b81d8db72b7f90201f1,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,3,4,string 4,Get ready for your 57th day of active service here at Last Defense Academy!,Machen Sie sich bereit für Ihren 57. aktiven Dienst hier an der Last Defense Academy!,translate,translated,displayed-string,5e23f9d50ecd16f8c63ae2d492b15471fdf0b213206af60d0b1f7c10d6c717bf
272588d7b0b7ba733764a7a1,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/s13_b_lovelove_b0_d057_m010_010.mbe/000_Sheet1.csv,4,2,string 2,Prepare to spend another day enduring the unendurable and suffering the insufferable to pave the way for humanity's future greatness!,"Bereiten Sie sich darauf vor, einen weiteren Tag damit zu verbringen, das Unbedenkliche und Leidende zu ertragen, das unauslöschlich ist, um den Weg für die zukünftige Größe der Menschheit zu ebnen!",translate,translated,displayed-string,f0b3fc3b395b0c6e6b9e08fde24cf345fa26411cf1a8c309de332e6d9959973d
