cell_id,source_archive,target_archive,csv_rel,row_index,column_index,field,english,german,classification,status,reason,source_sha256
2b29b23a7cc7cfa9da15d4a2,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,1,2,string 2,"*yawn* At ease, soldiers. It's time to hit the hay.","*gähnen* Ganz ruhig, Soldaten. Es ist Zeit, das Heu zu treffen.",translate,translated,displayed-string,1b154f2c4d039f3477ed6f3bff590d1fc8ec4d79a1c4f321d693c1e573642767
fd10dcece82d3cad1dba2283,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,1,3,string2 3,r00_0_1stTrueR_00_d077_m070_010_0020,r00_0_1stTrueR_00_d077_m070_010_0020,protected,protected,resource-or-id,2a18de15a60d770cf2a25b58cfe436f90180e73613bc371a418986824620914c
547a31275b27326155fa3643,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,1,4,string 4,"*yawn* At ease, soldiers. It's time to hit the hay.","*gähnen* Ganz ruhig, Soldaten. Es ist Zeit, das Heu zu treffen.",translate,translated,displayed-string,1b154f2c4d039f3477ed6f3bff590d1fc8ec4d79a1c4f321d693c1e573642767
b417fbf412814c8ff6c5d21a,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,2,2,string 2,"You never know when the invaders might attack, so rest up while you still can.","Man weiß nie, wann die Invasoren angreifen könnten, also ruhen Sie sich aus, solange Sie es noch können.",translate,translated,displayed-string,3a86d16a8dba2e91e6acf13cc1e47bdef25c7a29c9b283f4fcbd24dda5bde979
fb3812316e360cba5249a83c,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,2,3,string2 3,r00_0_1stTrueR_00_d077_m070_010_0030,r00_0_1stTrueR_00_d077_m070_010_0030,protected,protected,resource-or-id,81f28b722f0d0fcb7e26e88a4afd0bd28fbf5292e23a65a5e69d071756f51f85
bb249c820a78a7e37cf7bbbc,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,2,4,string 4,"You never know when the invaders might attack, so rest up while you still can.","Man weiß nie, wann die Invasoren angreifen könnten, also ruhen Sie sich aus, solange Sie es noch können.",translate,translated,displayed-string,3a86d16a8dba2e91e6acf13cc1e47bdef25c7a29c9b283f4fcbd24dda5bde979
26c8b0f7ca5d1ec13671d796,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,3,2,string 2,"Well then, good night...","Also dann, gute Nacht...",translate,translated,displayed-string,8b7c806679ac2b411ecfca735c9eca78525c579fe346c0f0374f1a375b08ca9c
5a7f88b8a5c5d9ea928d5d84,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,3,3,string2 3,r00_0_1stTrueR_00_d077_m070_010_0040,r00_0_1stTrueR_00_d077_m070_010_0040,protected,protected,resource-or-id,bef2dcbbe5746b49bf69f159a897eade1666d4c955682e6db8a85388d9ced2dc
69e9ea76da9338a0958d9183,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,3,4,string 4,"Well then, good night...","Also dann, gute Nacht...",translate,translated,displayed-string,8b7c806679ac2b411ecfca735c9eca78525c579fe346c0f0374f1a375b08ca9c
72cc71c34e9edd0436ab201d,app_text01.dx11.mvgl,app_text04.dx11.mvgl,message/r00_0_1sttruer_00_d077_m070_010.mbe/000_Sheet1.csv,4,2,string 2,Phew... Another day goes by without issue.,Ein weiterer Tag vergeht ohne Probleme.,translate,translated,displayed-string,122a49e7aa6daa77a283579bfd137ffbbd1f69ff8b236733b1ebb6e821293f30
